lat,lng,pop
35.8004,50.97,1423000
37.4204,46.22,151385
33.92,48.8,251958
36.4713,52.3633,221650
35.0218,50.3314,175533
35.1814,58.4515,157135
35.2233,60.6129,104578
37.1118,58.5015,145531
32.7004,51.47,437138
36.4229,54.9629,131889
38.4829,47.0629,103639
31.0215,61.4815,233968
36.27,50,464551
29.47,55.73,175000
29.8014,52.8215,125000
29.1077,58.362,99268
34.5124,45.5772,11202
37.2518,55.1715,159982
31.98,49.2999,153663
30.5818,50.2615,85707
33.9804,51.58,250000
28.9718,53.6715,124458
32.0115,51.8597,118301
35.3166,51.6466,179603
25.3004,60.6299,65801
34.65,50.95,973000
32.3804,48.47,315482
36.8303,54.48,281023
37.3,49.63,594590
36.22,57.63,226183
35.6719,51.4243,7873000
31.28,48.72,996000
34.32,48.85,176573
36.67,48.5,357471
35.8741,47.5937,53871
36.22,58.82,221700
38.5304,44.97,202728
34.0804,49.7,503647
32.321,50.854,129153
64.15,-21.95,166212
64.2723,-15.2139,1695
65.6666,-18.1,16563
64.5695,-21.8623,1783
65.2674,-14.395,2265
66.0833,-23.15,2534
64.0166,-22.5666,7930
65.7464,-19.639,2682
63.9334,-20.9969,6275
45.4387,12.335,270816
46.0804,11.12,107808
39.2224,9.104,291511
41.896,12.4833,3339000
45.6504,13.8,216035
38.125,13.35,863000
37.8054,12.4387,77784
41.563,14.656,50762
42.3504,13.39,68503
42.1004,11.8,61316
38.9004,16.6,95251
44.41,8.93,647497
43.6004,13.4999,100507
44.5004,11.34,488172
40.642,15.799,69060
41.1142,16.8728,500577
45.47,9.205,2945000
45.0704,7.67,1652000
40.84,14.245,2250000
43.78,11.25,1500000
45.737,7.315,34062
43.1104,12.39,149125
45.81,9.08,250000
45.45,8.62,100910
44.93,8.21,71276
40.73,8.57,120729
40.9143,9.5151,45366
44.65,10.92,175502
44.8504,11.6099,130992
44.4204,12.22,134631
45.67,12.24,177309
45.4404,10.99,347459
46.07,13.24,119009
46.5004,11.36,95895
45.7004,9.67,200000
40.6804,14.7699,954265
42.4554,14.2187,314789
43.4617,11.875,91589
43.317,11.35,52625
43.5511,10.3023,156274
43.7205,10.4,203336
44.8104,10.32,166011
37.5,15.08,674542
38.2005,15.55,252026
36.93,14.73,68956
37.0704,15.29,123657
38.115,15.6414,180353
38.6666,16.1,33957
39.0833,17.1233,60010
41.4605,15.56,155203
41.32,16.27,107830
40.5084,17.23,202033
40.6403,17.93,104437
40.3604,18.15,162582
41.1337,14.75,61791
41.06,14.3374,250000
17.891,-76.329,11536
17.9771,-76.7674,937700
18.031,-77.852,4229
18.4796,-77.656,7779
18.443,-78.179,6289
18.033,-77.5,47115
17.9666,-77.2333,135142
18.4667,-77.9167,126008
18.159,-76.38,14400
18.377,-76.9,7906
18.4326,-77.1995,13671
18.164,-77.948,30000
17.9833,-76.95,432704
18.0333,-76.8,96494
31.95,35.9333,1060000
30.192,35.736,50350
29.527,35.0777,95048
32.2833,36.2333,57118
32.55,35.85,650000
32.0392,35.7272,140689
32.07,36.1,894691
31.1851,35.7047,80062
30.8333,35.6,25429
42.35,140.98,155676
37.0553,140.89,357309
38.92,139.8501,100446
35.5004,134.2333,154098
35.4504,135.3333,92465
34.7181,137.7327,977023
36.67,137,170077
43.755,142.38,356612
38.7004,139.8302,99820
43.1887,140.9783,143792
35.9177,139.4911,337931
35.6577,139.3261,579399
40.57,140.47,174972
34.251,132.5656,196991
40.51,141.54,239046
36.2404,137.97,224926
35.685,139.7514,35676000
42.6504,141.55,174806
42.9304,143.17,173890
37.4504,138.86,195318
37.41,140.38,340560
33.9654,130.9454,245786
33.1631,129.7177,237444
31.3833,130.85,82335
33.8704,130.82,997536
39.71,140.09,320069
40.825,140.71,298394
36.0704,136.22,248707
33.595,130.41,2792000
37.74,140.47,294237
35.4231,136.7628,412895
34.3878,132.4429,2045000
31.586,130.5611,555352
36.56,136.64,551249
34.68,135.17,1528478
33.5624,133.5375,335570
35.6504,138.5833,197540
32.8009,130.7006,718232
35.03,135.75,1805000
36.3927,139.0727,344871
35.467,133.0666,156811
33.8455,132.7658,533541
36.3704,140.48,353892
31.9182,131.4184,324384
39.72,141.13,295172
36.65,138.17,594311
32.765,129.885,435455
35.155,136.915,3230000
26.2072,127.673,905238
37.92,139.04,569797
33.2432,131.5979,448907
34.672,133.9171,866092
34.75,135.4601,11294000
35.0064,135.8674,536976
43.075,141.34,2544000
38.2871,141.0217,2250000
34.9858,138.3854,701561
34.3447,134.0448,334223
34.0674,134.5525,443760
36.7,137.23,332812
34.7171,136.5167,500000
36.55,139.87,667752
34.2231,135.1677,440006
38.2705,140.32,272209
35.32,139.58,3697894
35.53,139.705,1437266
42.975,144.3747,198566
43.8504,143.9,113137
41.795,140.74,302984
-2.5396,36.8,13193
-1.2833,36.8167,3010000
3.52,39.05,24837
-0.09,34.75,395615
-4.04,39.6899,882000
-0.417,36.951,51084
-0.4396,39.67,67861
0.2904,34.73,63426
-0.28,36.07,364727
-2.3796,40.43,5380
-0.5196,37.45,58620
-0.3596,35.28,98852
-3.6096,39.85,80339
-0.6696,34.76,28547
1.0305,34.9899,150495
-2.262,40.9197,24525
3.1304,35.57,20219
-1.5095,37.26,144925
1.1105,36.68,20841
2.33,37.98,16460
0.06,37.64,47226
1.7504,40.05,45771
0.5704,34.56,55962
0.52,35.27,353381
-0.8496,34.15,2376
-0.7096,36.43,43983
-1.0396,37.09,99322
-1.7496,37.12,2004
0.0504,35.72,17581
-2.9828,38.4666,414
-3.3696,38.57,36487
0.0204,37.06,36142
-3.21,40.1,94016
-0.3596,34.64,91248
-0.9296,38.07,11219
-0.6796,35.12,71285
42.8731,74.5852,837000
42.8306,73.8857,74133
42.6513,77.0811,18595
41.3419,72.2314,23594
42.492,78.3818,70171
41.1725,75.7968,15601
41.4263,75.9911,52300
40.9429,73.0025,248899
41.0307,73.2058,15000
41.8826,72.9372,26115
42.5184,72.2429,35172
40.5404,72.79,391277
42.456,76.1854,40527
42.8299,75.2846,112860
11.55,104.9166,1466000
12.5337,103.9167,52476
11.484,105.324,74000
13.3666,103.85,109398
13.523,105.974,29665
11.08,105.801,23956
10.9838,104.7833,15264
13.1,103.2,154773
12.0004,105.45,83233
12.2505,104.6666,75244
11.452,104.519,33231
10.6171,104.1833,50105
11.6175,102.9849,33134
12.469,106.024,19975
12.712,104.889,19951
13.507,106.981,19205
12.45,107.2,7944
13.5838,102.9833,50302
13.8167,104.9667,24380
1.3382,173.0176,28802
-11.7042,43.2402,128698
17.302,-62.717,21887
38.3367,126.3866,66260
40.8175,128.1553,3839
39.6813,125.2163,141769
37.9371,125.3571,69195
41.7846,129.79,672614
40.8255,125.8008,7786
38.2517,125.1021,48984
39.9101,127.5454,773000
39.4236,125.939,400629
40.9604,129.3204,101165
40.6171,125.4501,1884
38.507,125.762,154942
39.1605,127.4308,329207
39.3813,127.2517,73619
41.1454,126.2958,186827
40.0859,124.4213,288112
39.488,125.464,19463
42.2304,129.2304,80146
37.964,126.5644,338155
40.6723,129.2027,187270
39.8231,127.6232,751322
38.0394,125.7144,224231
40.9732,126.6032,299514
41.3927,128.1927,227461
42.3377,130.4027,60864
39.0194,125.7547,3300000
38.7669,125.4524,1127000
35.8428,129.2117,155237
35.941,126.9454,283501
37.4386,127.1378,942000
35.5467,129.317,1061000
37.3551,127.9396,243387
37.5663,126.9997,9796000
37.3481,126.8595,739493
35.9818,126.716,244080
33.5101,126.5219,408364
35.0951,129.01,3480000
37.4761,126.6422,2550000
35.8668,128.607,2460000
35.171,126.9104,1440000
36.3355,127.425,1468000
35.2191,128.5836,1081499
38.2087,128.5912,85430
36.9353,127.6897,10077
37.8747,127.7342,226509
37.6527,126.8372,903000
36.0209,129.3715,435266
37.4989,126.7831,866000
36.6439,127.5012,775096
34.8068,126.3958,268402
34.7368,127.7458,341994
36.5659,128.725,129319
37.2578,127.0109,1078000
37.7559,128.8962,180611
35.8314,127.1404,711424
29.0769,48.0838,68763
29.3375,47.6581,194193
29.3697,47.9783,2063000
19.2804,-81.33,4268
-14.274,-170.7046,12576
13.4745,144.7504,1051
13.4692,144.7332,122411
15.2137,145.7546,2500
47.4758,-122.1905,101379
46.6637,-122.9647,7533
47.5625,-122.2265,25261
47.8285,-122.3034,38273
46.7226,-122.9695,41643
47.792,-122.3076,21337
47.6211,-122.3244,3643765
47.6687,-117.1032,9893
47.6459,-117.5792,8166
47.7922,-122.2734,6884
48.122,-122.7872,8804
48.2965,-122.633,34663
48.4878,-122.6292,17955
46.2431,-119.9084,18858
47.2345,-119.852,7756
46.1248,-122.8908,12130
47.4902,-117.5789,12421
47.045,-122.7931,49748
47.8702,-121.8041,8803
47.8114,-122.3533,42209
47.7596,-122.2879,13392
46.5923,-120.5496,133233
47.261,-122.2507,7184
48.9503,-122.4544,17340
47.309,-122.3359,96690
47.8633,-122.2034,20832
47.1628,-122.5299,60296
48.1142,-123.4565,23865
46.146,-122.963,65619
46.4434,-120.4215,7686
48.1697,-122.1446,19212
47.6019,-122.0419,64548
47.3668,-122.1044,20916
47.4338,-120.3285,71512
46.7364,-119.9019,5122
46.6482,-120.5389,7859
48.4227,-119.5159,8130
48.5113,-122.232,11838
46.3159,-120.0058,17927
47.4344,-122.3436,6649
47.4445,-122.2986,29140
47.17,-122.5935,6337
45.8116,-122.7052,7117
46.1979,-119.1732,232915
46.7342,-117.1661,33276
46.3115,-119.3997,14596
48.5454,-117.8986,5064
46.2066,-119.7662,6264
47.366,-122.0369,25758
47.3041,-122.211,80776
46.6626,-118.8404,5360
47.6439,-122.5434,24522
47.2309,-122.2832,11213
48.4677,-122.3298,8783
46.8222,-119.1651,12375
47.2148,-122.546,33401
47.7417,-122.6407,10670
46.9863,-123.9023,8500
47.3119,-119.5344,7275
47.3887,-122.2128,128458
47.9094,-122.3035,21469
47.6997,-122.2041,88630
47.6762,-122.1166,64291
47.4748,-122.2727,20144
46.9398,-122.6261,16504
47.0418,-122.8959,196078
47.2328,-122.3517,10154
47.516,-122.6615,13997
47.5436,-122.7122,216480
48.0029,-122.096,32785
47.0102,-123.5858,8494
47.2431,-122.4531,213418
47.7569,-122.1478,11997
46.9685,-124.1521,5553
48.0747,-123.0944,20750
47.1285,-119.2741,37774
47.1794,-122.2902,41001
47.2189,-122.2338,10093
46.067,-118.3365,57779
47.7736,-122.2044,45533
46.989,-122.9172,22973
47.7354,-121.9725,7813
47.8596,-121.9853,18789
46.4152,-117.0502,7396
47.3353,-122.5968,9507
47.3914,-122.3154,31238
47.9277,-122.097,10089
46.2826,-119.2938,56243
45.9149,-122.7504,6531
45.5812,-122.3433,15711
47.1788,-122.1699,20675
47.6625,-117.2346,97847
47.5953,-122.1551,144444
48.0809,-122.1558,166541
47.5303,-122.1633,11681
47.4898,-121.7738,6821
47.5293,-121.8412,26054
47.2017,-121.9897,11784
47.2188,-123.1127,19296
48.7543,-122.4687,126015
47.7532,-122.2459,22867
46.9994,-120.547,23471
47.1079,-122.6496,9487
48.0874,-121.9704,6565
47.2522,-122.3154,8230
48.2448,-122.3431,7161
47.4172,-120.2809,13983
47.6671,-117.433,403043
47.8417,-120.027,6078
45.6003,-122.4306,23331
48.9839,-122.7414,5311
46.5567,-120.4969,6161
46.2503,-119.1298,73013
47.5421,-122.0445,37487
46.3807,-120.3124,14441
47.0966,-122.2111,7983
47.2308,-122.5157,6794
45.6352,-122.597,175673
45.7764,-122.5413,20576
46.0431,-118.3869,9258
48.4202,-122.3116,69528
48.8525,-122.5892,14026
46.9757,-123.8095,29089
47.7564,-122.3426,56189
47.9524,-122.167,110079
47.4762,-122.3393,51671
38.7719,-77.445,16591
38.8531,-77.2997,24097
36.8627,-82.7768,7725
38.0674,-78.9013,22327
37.7825,-79.444,8841
39.1735,-78.1746,74031
38.2486,-78.1127,5169
38.9961,-78.3549,7255
37.1229,-80.5587,17658
37.5295,-77.4756,1059907
36.7335,-76.0435,1480383
38.97,-77.3867,24532
36.6778,-76.3024,240397
39.1378,-77.711,15112
37.7786,-79.9868,7822
38.0375,-78.4855,102016
36.9754,-76.6162,10551
36.8945,-76.259,244703
38.567,-77.3233,5230
37.2043,-77.3913,31750
38.8847,-77.1751,14583
37.0045,-79.8854,6004
36.666,-80.9176,6505
37.2968,-78.3993,8577
36.6827,-79.8636,33363
36.5831,-79.4088,47135
38.7479,-77.4839,41501
36.6953,-76.6398,90237
38.4362,-78.8735,74023
38.2992,-77.4872,164976
38.7176,-77.7975,9875
36.8389,-81.5135,7547
38.6082,-78.8017,6547
38.3863,-78.9675,6062
38.4705,-78.0001,19986
37.2745,-79.8888,8065
37.23,-80.428,92573
36.8468,-76.354,94572
37.1051,-76.5185,179388
37.2864,-80.0555,25862
39.1058,-77.5544,54215
37.0528,-80.7624,15496
38.1593,-79.0611,58470
36.953,-81.0881,7024
36.6179,-82.1607,16790
37.7596,-77.4715,7796
37.0551,-76.3629,134669
37.2785,-79.958,216177
37.2693,-76.7076,80855
38.926,-78.1838,19668
38.8185,-77.0861,160035
36.9314,-82.6262,10451
38.8996,-77.2597,16544
37.4003,-79.1908,125004
36.6953,-77.5356,6366
38.875,-78.516,7175
37.0879,-81.808,8768
37.1318,-76.3569,12053
37.336,-79.5179,7173
36.7089,-81.9713,7981
36.6831,-76.9386,8773
37.2914,-77.2985,22621
37.7319,-79.3569,6219
36.7131,-78.9135,7929
37.1411,-80.4028,22259
37.265,-77.3969,17830
39.6776,-75.7573,33858
38.9091,-75.4224,20864
39.4452,-75.7165,34132
38.5866,-75.3019,10578
38.6539,-75.6117,7750
38.7784,-75.1455,27087
39.7385,-75.5946,6045
38.6899,-75.3872,10255
39.7415,-75.5413,71106
38.5357,-75.0991,13809
39.1603,-75.5203,115352
39.6685,-75.5693,5348
39.2922,-75.6077,11584
38.9047,-77.0163,5289420
44.2776,-88.2644,16086
43.0994,-88.4951,16717
42.9886,-89.5378,13107
42.7279,-90.4676,12470
45.4864,-91.7447,9393
43.8107,-88.4861,5070
43.2398,-89.2966,7057
44.5703,-88.0923,19634
42.675,-88.2724,24687
44.9358,-91.3902,14035
44.3508,-89.072,7521
42.5825,-88.4282,15078
42.9859,-89.4255,29485
45.1818,-89.7006,9750
43.054,-89.3334,8104
43.4688,-88.8311,18003
44.2889,-88.3183,11403
44.9541,-92.371,5894
42.7129,-87.8873,26525
43.0914,-87.8864,13338
43.3354,-89.03,6675
44.2226,-88.4894,10980
42.523,-89.0184,63498
42.9619,-88.0051,36827
42.9371,-88.0018,14159
44.6352,-88.0664,12816
43.0854,-88.2525,8177
43.772,-88.4396,54629
43.1027,-88.34,9279
42.8385,-89.0698,7363
43.3218,-88.3781,15064
42.6711,-88.5377,12322
45.6361,-89.4256,8738
43.4696,-89.7378,13891
44.4614,-89.5383,12772
42.6855,-89.0136,70518
42.5192,-88.2489,6064
45.0873,-87.6324,18791
42.5265,-87.8895,20762
42.886,-88.1291,24996
44.0991,-87.6811,44932
44.8164,-89.5807,7736
44.8921,-91.42,6716
42.5863,-87.8759,124888
43.3317,-88.2799,5427
43.0044,-88.8084,8015
42.941,-88.0491,7642
43.1339,-88.2232,10819
42.6869,-88.0502,7033
42.8566,-88.327,21882
43.1893,-88.7285,23145
43.8436,-88.8386,8008
43.888,-91.2074,18712
43.1064,-89.5059,19660
46.5801,-90.8715,6944
42.7647,-88.2159,5487
42.6281,-88.6324,12003
43.9376,-90.813,10054
43.232,-89.3424,10340
43.8241,-91.2268,101886
44.4965,-88.1602,8896
42.8372,-88.7341,14374
44.5241,-89.5508,43520
43.0434,-91.1383,6571
44.267,-88.3377,6790
43.1829,-89.2353,32894
43.292,-89.7352,8523
44.0228,-88.5616,75154
42.7781,-89.2967,6033
44.6627,-90.1728,18697
43.3204,-87.948,11643
42.9467,-87.8639,18282
43.7447,-87.7322,69920
42.7987,-87.8762,25002
43.1487,-88.1227,37443
44.8761,-89.6173,5325
44.8906,-89.5487,15167
43.2343,-88.1217,19982
44.8893,-91.9085,18025
44.395,-88.7393,7448
43.5345,-89.9971,9476
43.3847,-87.8852,11762
43.9167,-88.0266,6974
43.006,-89.7317,7407
42.9119,-87.8624,20988
43.048,-88.0867,6170
43.3244,-88.1668,7107
44.2774,-88.3894,222222
42.9252,-89.3887,12448
43.064,-88.1232,38045
43.8989,-91.0882,5026
43.0913,-89.2023,6939
42.9716,-87.873,9442
43.7289,-87.8266,7928
43.5936,-89.7845,5624
44.4313,-88.0793,25034
42.9237,-89.2219,13088
43.0068,-88.0296,59934
43.9883,-90.4996,9275
44.803,-91.4386,7680
44.1923,-88.2913,9941
43.9702,-91.269,9887
44.4721,-88.0261,13886
43.1581,-87.9013,6670
43.4184,-88.1822,69577
43.0087,-88.2464,72489
42.5378,-88.0149,5034
43.1288,-87.9277,12728
42.6026,-89.6374,10658
44.1564,-87.5824,11153
44.3928,-89.8265,28277
43.064,-87.9669,1377808
45.1415,-89.1556,7708
44.4593,-87.9554,15687
43.2352,-87.9838,24159
42.9253,-88.8441,21299
44.2981,-90.8421,5490
44.2125,-88.4271,17748
44.8228,-87.366,8405
43.1132,-87.9004,13950
43.1833,-89.4433,13755
43.0808,-89.3922,439553
42.8803,-87.9008,36354
44.9615,-89.6436,73933
44.7749,-88.5844,10158
44.4795,-88.0889,17271
43.1743,-87.975,11964
42.7274,-87.8135,131467
43.2372,-88.2413,11696
43.6314,-88.7379,11302
43.0774,-88.9055,6799
43.019,-89.292,8449
46.6941,-92.0823,26194
44.515,-87.9896,208625
42.8854,-88.0104,36143
43.072,-88.3913,7526
45.1226,-92.5338,8859
43.549,-89.4659,10540
44.964,-92.7319,24133
43.0615,-88.0347,48277
44.1671,-88.4761,25951
42.6411,-87.8919,8289
44.86,-92.6221,15873
42.7752,-88.9431,5581
42.7005,-87.9021,6967
43.7451,-87.9655,8900
44.8203,-91.4951,107068
42.9726,-88.1291,39740
43.2991,-87.9887,11465
38.3482,-81.711,12493
38.9927,-80.2279,8560
38.8529,-82.1303,10708
39.2863,-80.323,41453
40.0755,-80.6951,77206
38.4294,-82.017,6542
39.4582,-77.9776,17404
39.4768,-80.1491,32988
37.8509,-81.9857,9299
38.3688,-81.7345,7338
37.7878,-81.1841,59629
38.3769,-81.8198,10265
38.4109,-82.4344,194155
38.3484,-81.6323,142858
39.3409,-80.0162,5823
39.638,-79.9468,72453
39.2623,-81.5419,64253
39.4394,-78.9822,6571
37.8096,-80.4327,7099
39.3037,-80.2476,8635
39.325,-77.8666,5173
39.6636,-80.8569,5876
40.406,-80.5671,67082
37.3688,-81.0961,5822
37.2605,-81.2155,41653
37.9844,-81.1277,8338
38.9237,-79.8541,10988
39.9221,-80.7422,8494
39.2746,-77.8632,23806
38.4119,-81.8194,6561
39.4318,-77.8048,5045
39.3238,-81.5383,10370
21.3294,-157.846,833671
26.9618,-80.1011,6094
26.8217,-80.0574,13057
29.781,-82.0339,7134
25.8195,-80.2895,14424
27.49,-82.5743,56508
28.0557,-81.9543,291281
28.689,-81.2708,36635
28.611,-81.9107,5616
25.9125,-80.3214,31087
26.4277,-81.7951,33048
29.1803,-82.1495,164712
29.296,-81.1003,42816
28.3569,-82.1942,7134
27.297,-81.3717,16683
28.5403,-82.3902,8147
29.1995,-81.0982,68055
27.8588,-82.7076,52854
28.8003,-82.0051,6831
28.962,-80.9413,22399
25.6908,-80.1653,13182
28.0122,-81.7018,245237
26.0128,-80.3387,170712
26.2785,-80.089,11242
27.8429,-82.7834,18576
28.2468,-82.717,16256
30.1892,-82.6469,25869
27.2796,-80.3883,432589
30.5659,-84.5856,8791
27.1166,-82.4135,23020
27.9786,-82.7622,115513
28.924,-81.93,15317
30.1997,-85.6003,145239
26.6783,-80.7268,5156
27.3391,-82.5439,706245
25.7078,-80.2952,12281
27.7493,-81.5252,8243
27.547,-81.8103,14408
28.6579,-81.187,40785
28.4788,-81.342,1776841
27.477,-81.453,62814
28.0507,-82.6697,14617
28.2303,-81.2849,51282
25.9566,-80.1371,38202
26.0464,-80.2862,35732
29.9475,-82.113,5593
26.1593,-80.1395,12773
26.3559,-81.7861,396220
28.5785,-81.5337,46402
30.5291,-86.4754,15249
25.622,-80.3221,24710
28.5421,-81.5966,43536
29.1084,-81.0136,63203
27.7215,-82.7383,9647
28.1492,-82.7622,25331
30.1351,-85.5598,15144
25.7578,-80.2969,8120
30.455,-84.2526,253030
30.2369,-85.8774,12757
24.7261,-81.0378,9591
28.9348,-81.2882,11697
28.7891,-81.2757,59317
27.9088,-82.7713,84754
28.7591,-81.336,16474
26.7037,-80.2242,38592
28.7674,-81.8981,148161
26.199,-80.0972,6544
25.784,-80.2102,6381966
25.984,-80.1922,15153
27.5251,-82.575,13661
27.0577,-82.1976,195992
26.7467,-80.1314,110222
28.8559,-81.678,20827
29.5389,-81.246,401757
26.5282,-80.0811,77702
30.4245,-86.6193,21895
25.9773,-80.3358,140328
25.8149,-80.3565,61130
27.5904,-81.5074,10408
27.9861,-80.6628,489912
28.0079,-82.6965,17844
25.8171,-80.1396,92307
27.9193,-81.5969,16066
30.3372,-81.4128,13608
26.455,-80.0905,68749
26.1779,-80.1527,45035
25.9385,-80.1245,22348
29.0226,-81.2875,32506
26.0293,-80.1678,153627
26.4324,-81.9167,7077
26.7998,-80.0689,8645
26.5834,-80.0565,11824
27.6463,-80.393,16919
25.9852,-80.1779,6602
28.8815,-81.324,20784
25.9433,-80.2425,113750
27.793,-82.6652,263255
28.0696,-80.6738,22089
26.6195,-81.8302,79943
26.1504,-81.7936,21948
29.6346,-82.6047,5942
28.6069,-81.732,11529
25.9854,-80.1423,39831
26.1547,-80.2997,94323
26.4535,-82.1024,7363
30.6588,-81.45,27005
28.602,-81.8204,13474
25.7037,-80.2715,51095
26.1605,-80.2241,71970
26.7532,-80.9399,13845
28.7927,-81.7364,16865
27.7731,-82.766,6938
28.8599,-81.9191,8181
28.6615,-81.3952,44277
30.7907,-85.23,7273
29.2443,-81.0463,12218
26.2058,-80.2547,65669
27.8156,-82.7162,5093
27.2412,-80.8298,25846
30.7122,-86.1208,7232
26.9199,-80.1127,64976
27.7463,-82.7099,12371
30.2361,-85.6389,20922
24.5636,-81.7769,32820
25.665,-80.3042,19651
26.2428,-80.1312,110473
26.6852,-80.0403,8751
28.3199,-80.7318,27476
30.395,-86.4701,13765
26.7814,-80.074,34674
26.635,-80.0967,24892
28.8397,-82.3437,7304
26.6444,-81.9956,630134
27.7883,-80.4815,25174
28.2407,-82.1797,76416
30.4427,-87.1886,344400
28.5403,-81.7296,35211
28.0435,-82.3777,26489
26.6918,-80.6667,27999
26.6464,-80.2707,64848
28.6293,-81.3716,17554
30.3685,-87.1769,6528
27.1962,-80.2438,16543
28.905,-81.2136,194061
27.9937,-82.4454,2804240
29.8979,-81.31,75932
28.8143,-81.6344,13916
26.1683,-80.2017,36069
26.126,-80.2617,93909
25.5765,-80.3357,45101
25.4418,-80.4685,12155
28.4725,-81.3491,6996
26.2113,-80.2209,44198
28.7015,-81.5308,51564
27.4256,-80.3425,45581
28.1782,-80.602,11056
26.2803,-80.1842,61010
26.305,-80.1278,80571
26.8488,-80.1656,55036
28.1528,-80.5974,8566
30.2782,-81.4045,23518
26.3218,-80.2532,32202
28.5727,-80.8193,57497
28.0966,-81.8008,15973
30.2956,-82.9846,7040
25.8997,-80.2551,16479
25.9302,-80.1659,44124
28.0144,-82.12,38714
28.0328,-82.7866,36545
25.867,-80.1779,10649
27.7642,-81.8055,6775
27.7241,-80.5974,5829
28.1041,-81.7264,5941
30.6286,-87.0521,9986
30.1092,-83.582,6853
29.6808,-82.3455,199695
27.3926,-82.6341,7292
26.7221,-81.4505,12605
25.8696,-80.3045,239673
26.8205,-80.6613,7925
28.6624,-81.3218,28395
30.3165,-81.4118,7280
27.7524,-82.7395,5118
27.2213,-81.8587,18376
25.8787,-80.1251,5841
26.079,-80.287,105149
27.8862,-81.8212,19597
26.2465,-80.2119,58430
28.3934,-80.605,10413
28.3328,-80.6274,11733
28.3821,-80.7675,18532
29.0249,-80.965,26470
26.0594,-80.1641,32030
26.1412,-80.1464,180072
29.99,-81.6809,7966
26.6194,-80.059,38107
29.8413,-81.2713,6998
28.3042,-81.4164,374231
25.4664,-80.4472,69907
26.3749,-80.1077,98150
30.1706,-81.704,8705
28.1097,-81.6158,24304
28.5986,-81.3436,30879
26.8932,-82.0517,19761
25.888,-80.3573,24156
25.9006,-80.1681,62225
25.7785,-80.3761,21028
25.8487,-80.1535,8317
29.4711,-81.13,5068
30.1689,-85.6092,9437
29.1656,-81.0056,12936
26.1006,-80.4057,70944
26.2701,-80.2592,133037
26.0476,-80.3759,7958
30.3322,-81.6749,1156291
30.7479,-86.5785,36880
28.1084,-80.6628,82011
28.7018,-81.3488,15061
30.2816,-82.1249,11231
25.8878,-80.1335,6006
29.6493,-81.6704,23597
44.0026,-107.9543,5167
44.7961,-108.7682,6516
41.5124,-109.4708,12220
42.0659,-104.1622,7363
41.3099,-105.6086,33508
41.1406,-104.7926,78728
43.472,-110.7743,12543
41.595,-109.2237,26710
42.8313,-108.7599,7287
41.7848,-107.2265,8869
42.7541,-105.3969,6407
42.8421,-106.3208,67462
44.5212,-109.055,9696
44.2779,-105.5004,34378
41.2602,-110.9646,11538
44.7949,-106.9611,19234
43.0426,-108.414,12776
42.9494,-72.2997,22068
43.2305,-71.5595,42935
42.9848,-71.4447,160742
43.299,-70.9787,30797
43.379,-72.3368,9330
44.4869,-71.2599,11351
43.058,-70.7826,92513
43.2534,-70.8856,11900
43.1887,-70.8845,92234
43.5724,-71.4775,19234
43.4499,-71.6691,9721
43.6353,-72.2531,26414
42.7491,-71.491,231262
39.3167,-74.6066,10480
40.6659,-74.1141,67186
40.8543,-74.0201,13154
40.9733,-73.9604,8766
40.1798,-74.0255,5682
39.8454,-75.0218,5508
41.03,-74.3319,8242
40.0783,-74.8523,9832
39.2682,-74.6019,11206
40.5424,-74.3628,14349
39.6572,-74.7678,12776
40.9455,-74.0712,27032
40.7453,-74.0279,55131
41.0253,-74.0604,5903
40.2913,-74.0558,12376
40.6996,-74.4034,13308
40.8629,-74.2576,6730
40.4455,-74.3784,16349
40.9541,-74.6593,14298
41.0086,-74.2083,11255
40.5421,-74.5892,10414
40.2709,-74.0948,17789
40.7586,-74.4171,16033
40.9601,-74.1249,12045
40.9748,-74.024,7739
40.7927,-74.0047,11695
40.8969,-74.5155,6474
40.9039,-74.2214,10817
39.8924,-75.1173,11342
41.044,-74.29,11994
41.0529,-74.0499,8724
40.8179,-74.0854,9928
40.6154,-74.4157,51327
40.3949,-74.392,8456
40.9147,-74.1624,148678
40.3619,-74.0392,5950
39.6627,-75.0782,8676
40.7856,-74.0093,54227
41.1064,-74.2749,12454
40.4327,-74.2011,7085
40.9268,-74.0387,11724
40.6781,-74.289,8312
40.3481,-74.0672,12150
40.5203,-74.2724,52823
40.4504,-74.4351,7162
40.9822,-74.1127,25692
40.8638,-73.9899,9262
38.9877,-74.8188,5070
40.7528,-74.1202,42670
40.889,-74.0461,45248
40.1183,-74.0446,5903
40.6895,-75.1821,14459
40.316,-74.0205,5755
40.9235,-73.9982,27927
40.6417,-74.3857,7808
40.3357,-74.0346,5908
40.6657,-74.1912,130215
40.9579,-74.1581,19101
40.8313,-74.0147,11435
40.9337,-74.0196,16868
40.7405,-74.3838,8928
40.5006,-74.4283,14164
40.4127,-74.2365,8869
41.0633,-74.0986,8415
41.0024,-74.2859,11206
40.919,-74.639,5868
40.6515,-74.3433,30433
40.8509,-73.9712,37907
40.7875,-74.1273,16009
40.938,-74.1736,5964
39.39,-74.5169,20732
40.8041,-74.2043,7704
40.8999,-74.5808,6571
40.4454,-74.1699,5562
39.8906,-75.0722,8733
39.8791,-75.0645,7588
40.9562,-74.0314,8314
39.8665,-75.0941,11489
39.4138,-74.3787,8963
